[137, 1003, 1325, 618, 1054, 1110, 103, 947, 792, 208, 1000, 516, 161, 997, 1579, 413, 1000, 1223, 119, 1000, 1182, 128, 1739, 1219, 445, 1038, 447, 130, 980, 228, 105, 1026, 856, 131, 941, 1151, 270, 1000, 1362, 190, 1000, 991, 1000, 978, 1031, 991]
[137, 1000, 1383, 157, 1000, 1110, 1952, 1000, 762, 244, 1052, 514, 165, 998, 806, 432, 1011, 1153, 1106, 1025, 1212, 133, 954, 1175, 488, 1038, 501, 163, 1021, 880, 673, 967, 846, 111, 662, 1101, 220, 952, 1282, 182, 1000, 1038, 1052, 977, 1000, 1020]
[84, 1000, 1383, 154, 994, 1090, 151, 1000, 808, 196, 994, 534, 110, 1868, 789, 411, 953, 1173, 97, 101, 1206, 167, 978, 1183, 445, 943, 537, 207, 982, 852, 186, 1022, 807, 123, 1000, 1146, 220, 1014, 1327, 162, 991, 1000, 979, 1023, 1000, 1038]
[182, 1037, 1383, 152, 1000, 1110, 147, 1000, 764, 252, 1000, 505, 91, 1059, 739, 333, 1053, 1251, 99, 974, 1221, 87, 1036, 1180, 388, 1024, 309, 161, 1158, 836, 114, 967, 849, 123, 968, 1210, 174, 1000, 1286, 200, 1059, 1000, 1049, 941, 965, 1041]
[118, 984, 1383, 177, 972, 1092, 103, 1013, 49, 203, 1000, 514, 81, 995, 789, 352, 964, 1257, 99, 978, 1223, 128, 1045, 1167, 445, 715, 483, 119, 1000, 809, 173, 96, 859, 177, 1009, 1114, 220, 1000, 1287, 103, 1000, 135, 1000, 1011, 983, 1050]
[149, 1000, 1812, 230, 946, 1164, 103, 1000, 794, 212, 1000, 789, 63, 965, 740, 385, 1000, 1199, 126, 966, 1134, 72, 1034, 1087, 445, 1396, 473, 637, 1067, 858, 136, 1000, 780, 80, 1041, 1151, 220, 1000, 312, 162, 1003, 1045, 1000, 1020, 966, 1000]
[90, 940, 1329, 794, 1000, 363, 46, 1015, 607, 869, 994, 489, 110, 1000, 817, 421, 992, 1192, 139, 1000, 1125, 156, 986, 1155, 424, 976, 77, 142, 968, 863, 157, 1029, 845, 123, 976, 1093, 238, 1000, 1276, 162, 1000, 1052, 1000, 1022, 880, 1000]
[150, 1045, 1407, 189, 227, 1153, 103, 1000, 843, 212, 941, 511, 123, 1000, 750, 411, 1014, 1243, 94, 1000, 1122, 87, 1000, 1114, 445, 969, 517, 159, 1034, 820, 154, 998, 792, 120, 1000, 1151, 220, 1046, 1586, 122, 599, 1000, 1054, 1049, 1000, 943]
[137, 971, 1432, 189, 976, 475, 86, 387, 808, 212, 1921, 465, 115, 1000, 847, 411, 1031, 1154, 99, 1046, 1182, 104, 1048, 1162, 445, 946, 507, 163, 983, 876, 189, 983, 909, 151, 1000, 1151, 219, 1000, 1327, 109, 964, 1044, 1000, 1000, 1052, 1000]
[152, 1000, 1383, 162, 978, 1128, 103, 1000, 755, 212, 996, 459, 105, 1000, 111, 377, 1000, 1148, 99, 1000, 1128, 128, 1017, 1167, 453, 1048, 446, 209, 959, 883, 157, 838, 848, 169, 1045, 1149, 266, 1001, 1327, 121, 1000, 1000, 940, 945, 1000, 1000]
[137, 1013, 1423, 189, 964, 151, 103, 997, 787, 212, 1030, 505, 1367, 1106, 817, 426, 991, 1153, 145, 1033, 1182, 146, 943, 1189, 1060, 1000, 491, 135, 979, 835, 139, 989, 807, 148, 995, 1184, 264, 997, 1379, 162, 941, 1000, 956, 1044, 947, 997]
[137, 991, 1377, 218, 1135, 1085, 90, 1000, 774, 212, 1048, 466, 154, 957, 770, 411, 1444, 1209, 149, 1017, 1221, 128, 1033, 1131, 444, 971, 544, 163, 1000, 852, 171, 1025, 830, 169, 378, 1151, 215, 1002, 1386, 171, 973, 1053, 1000, 1000, 1009, 1000]
[164, 1052, 1329, 155, 964, 1121, 189, 940, 808, 219, 1036, 552, 76, 1000, 789, 461, 1042, 1204, 156, 986, 1233, 116, 1007, 1206, 445, 984, 478, 185, 1049, 852, 157, 1000, 770, 123, 973, 1098, 161, 1052, 1351, 106, 1050, 992, 991, 953, 961, 1054]
[169, 985, 1425, 1843, 979, 1110, 50, 1000, 773, 201, 944, 514, 119, 959, 789, 463, 985, 1210, 86, 993, 1182, 178, 946, 1127, 445, 1019, 450, 145, 1000, 888, 1647, 1000, 807, 75, 954, 1142, 220, 1028, 1311, 136, 1047, 1000, 1000, 968, 1047, 1034]
[167, 988, 1402, 161, 1330, 1066, 46, 1003, 759, 212, 1040, 549, 164, 1584, 789, 404, 972, 1200, 99, 1000, 1182, 121, 1055, 1115, 407, 1030, 1675, 103, 1006, 852, 157, 1012, 758, 132, 1022, 1151, 183, 1031, 1303, 1929, 941, 1000, 1000, 978, 1023, 1047]
[137, 995, 1429, 235, 1003, 1095, 103, 991, 826, 212, 1056, 530, 110, 2000, 475, 412, 1023, 1204, 99, 1106, 1132, 122, 0, 2000, 504, 1449, 673, 152, 0, 698, 164, 964, 671, 67, 998, 1194, 256, 980, 1307, 162, 1039, 1273, 1000, 977, 957, 961]
[120, 905, 1379, 211, 986, 1106, 103, 286, 808, 233, 1020, 514, 92, 2570, 457, 425, 997, 1152, 99, 1060, 1146, 128, 0, 2781, 1320, 1449, 651, 1585, 0, 689, 143, 950, 822, 65, 992, 1094, 220, 961, 1327, 112, 1049, 1000, 1056, 1042, 995, 1048]
[137, 937, 1379, 212, 1041, 1063, 103, 1009, 769, 159, 997, 514, 110, 2000, 521, 382, 966, 1246, 1454, 1091, 1097, 160, 1882, 2000, 461, 1441, 688, 172, 0, 831, 117, 997, 807, 169, 998, 971, 1447, 963, 1320, 162, 965, 947, 1000, 991, 1000, 1000]
[102, 955, 1402, 207, 983, 1153, 1079, 969, 788, 1663, 997, 1913, 130, 2000, 426, 465, 997, 1204, 59, 1068, 1207, 128, 0, 2000, 451, 1394, 706, 163, 0, 708, 184, 966, 771, 49, 1030, 1210, 220, 959, 1327, 180, 942, 1043, 984, 966, 1045, 1000]
[137, 975, 1379, 189, 981, 1104, 152, 951, 808, 165, 948, 479, 110, 1653, 511, 356, 997, 1227, 149, 1009, 1136, 100, 0, 2000, 471, 1414, 670, 163, 0, 653, 157, 1055, 793, 123, 998, 1960, 225, 997, 1327, 128, 1004, 987, 1000, 965, 1000, 1059]
[110, 955, 1897, 189, 1037, 1110, 103, 988, 847, 217, 952, 514, 110, 2000, 425, 958, 986, 1243, 99, 559, 1202, 1824, -738, 2000, 388, 1449, 688, 163, 0, 679, 144, 1056, 825, 123, 998, 1122, 220, 1037, 1360, 1670, 942, 1006, 1000, 1000, 970, 1000]
[192, 999, 1401, 226, 998, 1110, 45, 998, 808, 212, 987, 566, 152, 2000, 476, 411, 1000, 36, 99, 1073, 1098, 156, -738, 1211, 464, 1484, 681, 272, -423, 712, 213, 991, 765, 123, 1047, 1149, 223, 997, 1327, 162, 996, 1039, 964, 1045, 1048, 1000]
[118, 901, 1379, 135, 1038, 1056, 103, 942, 844, 212, 990, 471, 159, 2000, 415, 444, 997, 1167, 41, 1010, 1194, 88, 0, 2781, 18, 1499, 749, 118, 0, 698, 115, 975, 861, 112, 434, 1141, 220, 1349, 1327, 139, 1000, 943, 1048, 1000, 1000, 1000]
[145, 912, 1380, 156, 1014, 1073, 87, 998, 808, 196, 1781, 514, 88, 2000, 427, 411, 1017, 1204, 99, 1082, 988, 128, -738, 2000, 467, 1449, 647, 206, 1650, 689, 115, 997, 807, 175, 968, 1128, 1814, 1049, 275, 162, 1000, 1000, 1000, 997, 1000, 1000]
[137, 981, 1432, 647, 1022, 1131, 103, 1010, 808, 257, 964, 514, 169, 2000, 475, 411, 951, 1220, 104, 623, 1154, 85, -738, 2781, 445, 1454, 745, 158, 0, 670, 170, 306, 837, 123, 1043, 1113, 220, 949, 1327, 684, 1000, 987, 1022, 1030, 995, 1018]
[196, 955, 1379, 160, 998, 1110, 103, 998, 762, 262, 838, 478, 1323, 2000, 475, 180, 1014, 1191, 612, 567, 250, 105, -738, 2000, 397, 1454, 711, 1709, -423, 698, 197, 1033, 807, 123, 998, 1137, 234, 992, 1267, 162, 1000, 1000, 1000, 1038, 1000, 1051]
[137, 955, 1429, 170, 978, 1168, 103, 1023, 808, 184, 977, 540, 73, 2000, 533, 388, 1008, 512, 99, 1068, 1173, 72, 602, 2000, 445, 1472, 740, 1879, 0, 747, 157, 1049, 807, 123, 595, 1151, 246, 997, 1319, 143, 1000, 1025, 1000, 1000, 963, 969]
