[1369, 5000, 2727, 2224, 5000, 6046, 572, 5000, 6227, 9166, 5000, 5000, 5000, 5000, 5000, 5000]
[1369, 4553, 2721, 2223, 5316, 5992, 571, 5239, 6230, 9180, 5000, 5000, 5000, 5000, 5000, 5000]
[1369, 4553, 2721, 2224, 6132, 5990, 572, 5210, 6228, 9166, 5000, 5000, 5000, 5000, 5000, 5000]
[1369, 4981, 2727, 2224, 5000, 6046, 491, 4831, 6227, 8979, 4847, 4843, 5000, 4852, 4984, 5000]
[1165, 4553, 2502, 2223, 5034, 5708, 428, 5119, 6230, 8998, 5000, 5000, 4927, 4994, 4769, 5000]
[1147, 5000, 2727, 2224, 5000, 6035, 572, 5000, 6164, 9047, 4883, 4775, 5000, 5000, 5000, 5000]
[1137, 4322, 2519, 2013, 6002, 5958, 342, 5134, 5980, 9166, 4951, 5000, 4980, 4967, 4818, 4849]
[1369, 4497, 2721, 2223, 5109, 5983, 445, 9948, 5986, 8971, 4790, 5000, 5000, 4701, 4796, 4812]
[1340, 4344, 2683, 2188, 6132, 5990, 341, 8582, 5963, 9166, 4886, 5000, 5000, 4810, 4891, 4904]
[1367, 5000, 2667, 2191, 5000, 5903, 572, 4987, 6227, 8958, 4805, 4831, 5000, 4953, 4954, 4947]
[1120, 4553, 2627, 2201, 6132, 5958, 508, 5093, 5937, 9076, 5000, 4947, 4885, 4913, 4875, 7219]
[1369, 3387, 2727, 2224, 4795, 5826, 430, 4835, 6095, 9159, 4765, 5000, 5000, 5000, 5000, 4779]
[1102, 4441, 2682, 1963, 6113, 5799, 535, 5210, 5997, 9024, 4915, 4842, 4875, 4738, 5000, 5000]
[1369, 5000, 2496, 2214, 4745, 6046, 399, 5000, 6005, 8900, 4869, 5000, 4789, 4714, 4858, 4838]
[1369, 4491, 2721, 2220, 5316, 5899, 571, 5072, 6138, 9130, 4961, 4773, 4811, 4800, 4788, 4764]
[1125, 4521, 2941, 2224, 6132, 5990, 560, 4929, 6228, 8967, 4911, 4746, 4740, 4759, 4999, 5000]
[1092, 4952, 2706, 2186, 5000, 5884, 4449, 2099, 6033, 4176, 4890, 4905, 4854, 5000, 5000, 4943]
[1369, 4507, 2721, 2223, 5316, 5992, 3872, 5094, 8909, 9180, 5000, 5000, 4902, 4808, 5000, 4971]
[1202, 4407, 2721, 2004, 5316, 5992, 294, 5133, 6025, 9180, 4705, 639, 5000, 8143, 4940, 3616]
[1191, 4462, 2632, 2224, 6132, 5721, 6148, 5121, 6159, 9050, 4961, 4980, 5000, 5000, 4751, 5000]
[1369, 768, 2727, 1956, 4808, 6037, 572, 5000, 5957, 9045, 4941, 5000, 4847, 4764, 6517, 4949]
[1135, 4415, 4706, 2068, 5030, 5693, 527, 5053, 5339, 579, 4700, 4791, 4747, 4973, 4876, 4857]
[1294, 4979, 2727, 2224, 4825, 6034, 344, 4972, 5981, 8962, 4764, 5000, 5000, 5000, 3322, 4983]
[1238, 5000, 2716, 2210, 5000, 5974, 5772, 4929, 2425, 8947, 4989, 5000, 4891, 4958, 4927, 4898]
[5701, 4469, 2721, 666, 6132, 5880, 467, 4928, 6228, 8991, 4960, 4948, 4757, 4776, 4812, 4874]
[1360, 4305, 6568, 2128, 5135, 5710, 571, 5239, 5982, 9180, 4859, 4870, 5000, 4887, 4923, 4752]
[1246, 4474, 2529, 1985, 5316, 5992, 357, 5239, 5991, 8961, 5000, 4721, 4786, 5000, 8251, 4709]
[1314, 4403, 2624, 2100, 6132, 5897, 378, 4922, 5985, 9116, 4781, 4953, 4968, 5000, 7338, 4733]
[1301, 5000, 2673, 2000, 4714, 6046, 476, 5000, 6182, 9142, 4958, 4730, 4828, 4937, 8307, 4776]
[1355, 4273, 2619, 1972, 5083, 5992, 435, 5056, 6363, 9056, 4990, 4943, 3440, 5000, 4824, 4995]
